Product_Name,Selling_Price,MRP,Discount,Noise_Control,Sensitivity,Headphones_Jack,Model_Name,Connectivity_Technology,Wireless_Communication_Technology,Included_Components,Material,Specific_Uses_For_Product,Charging_Time,Compatible_Devices,Item_Weight,Water_Resistance_Level,Net_Quantity,Style,Control_Method,Number_of_Items,Battery_Life,Audio_Driver_Type,Bluetooth_Version,Audio_Driver_Size,Earpiece_Shape,Special_Features,Manufacturer,Model,Product_Dimensions,Item_Model_Number,Batteries,Batteries_Required,Country_of_Origin,Noise Control,Headphones Jack,Model Name,Connectivity Technology,Wireless Communication Technology,Included Components,Specific Uses For Product,Charging Time,Compatible Devices,Item Weight,Water Resistance Level,Net Quantity,Control Method,Number of Items,Battery Life,Audio Driver Type,Bluetooth Version,Audio Driver Size,Earpiece Shape,Special Feature,Special Features,Product Dimensions,Item model number,Batteries Required,Country of Origin
beyerdynamic Dt 770 Pro 250 Ohm Studio Wired Over Ear Headphones (Black),"14,999.","₹18,556₹18,556",-19%,,,,,,,,,,,,,,,,,,,,,,,,,Show More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Portronics Conch Gama in-Ear Wired Earphone, 1.2m Tangle Free Cable, in-Line Mic, Noise Isolation 3.5mm Aux Port and High Bass(Black)",248.,₹599₹599,-59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audio-Technica ATH-M40X Professional Studio Monitor Over-Ear Headphones (Black),"9,499.","₹16,520₹16,520",-43%,,98 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VEHOP iMAX Wireless Bluetooth Over Ear Headphone, BT 5.3 with Low Latency Gaming, 12Hrs of PlayTime with Type-C Fast Charging, Comfortable Fit with 40mm Drivers, Aux, Micro Sd, Voice Assistant.(WHITE)",854.,"₹4,999₹4,999",-83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sennheiser HD 560S Open-Back Audiophile Over Ear Wired Headphones,Neutral Reference Sound,Angled Transducers,Wide Soundstage,Detachable Cable,Lightweight,Natural Sound for Gaming,2Y Warranty","10,990.","₹20,990₹20,990",-48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Street27® Earpads Cushions Compatible with Audio Technica ATH M50X M50XBT M50RD M40X M30X M20X MSR7 M-Series Headphones, Earpads with Softer Protein Leather, High-Density Memory Foam Ear Pads",299.,"₹1,499₹1,499",-80%,,,,,,,,Faux Leather,,,,,,,,,,,,,,,,,Earpad Cushion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZEBRONICS Buds C10 in Ear Type-C Wired Headphones with in-Line Mic, Metallic Design, Volume Control, 1.2M Cable, 10Mm Driver, (Dark Blue)",299.,₹999₹999,-70%,,,,,,,,,,,,,,,Zeb- Buds C10 (Dark Blue),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EarFun Kids Headphones with Mic for Boys and Girls, Over Ear HD Stereo Headphone for Children, 85/94dB Volume Limiter, Sharing Port, Foldable On Ear Headsets with Mic (Pink & Blue)","1,025.","₹3,099₹3,099",-67%,,,,,,,,"[Durable and Sturdy] The wired headphones are covered with Nylon braided cord, which is a tangle-free cable that prevents tugging or knotting. EarFun headband headphones can stand being squished in the bag or dropped, even with any tough twists and pulling. Please be assured that It's enough durable to use.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sony INZONE H9, WH-G900N Wireless Noise Cancelling Gaming Headset, Over Ear Headphones with 360 Spatial Sound, 32 Hours Battery Life, Flip to Mute Mic, Mobile, Laptop, PS5 & PC Compatible (White)","18,074.","₹27,990₹27,990",-35%,,,,,,,,,,,,,,,INZONE H9/White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SENNHEISER HD 25 On‑Ear Dynamic Professional Monitoring Headphones | 16 Hz–22 kHz | Excellent Sound Isolation | Rotatable Earcups | Split Headband | Ideal for DJs, Cameramen, Musicians & Studio Use","9,990.","₹19,900₹19,900",-50%,,,,,,,,,,,,,,,HD 25 Regular,,,,,,,,,,›,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MAONO AU-MH501 Over-Ear Studio Monitoring Headphones for Recording Studio, Youtuber, Music Creation with 50mm Driver and Lightweight Foldable Design","2,299.","₹2,999₹2,999",-23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HyperX Cloud Stinger 2 Wireless Over Ear Gaming Headset Compatible with Pc. Noise-Cancelling Swivel-to-Mute Microphone,Comfortable Memory Foam,Up to 20 Hours of Battery Life (676A2Aa), Black","6,419.","₹11,427₹11,427",-44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JBL Tune 520C On Ear Type C Wired Headphone, Pure Bass Sound,3-Button Remote with Microphone,Comfort Fit and Foldable Design(Blue)","1,999.","₹4,999₹4,999",-60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer DJ CUE1 On Ear DJ Wired Headphones - Black,"7,249.","₹8,790₹8,790",-18%,,,,,,,,,,,,,,,On ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Razer Barracuda X (2022) - Wireless Multi-Platform Gaming and Mobile Headset - Black - FRML Packaging RZ04-04430100-R3M1,"5,999.","₹14,999₹14,999",-60%,,,,,,,,,,,,,,,,,,,,,,,,›,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JBL Wave Buds 2 Ear Buds Wireless BluetoothV5.3, Active Noise Cancellation EarBuds,Multi Connect, App for Customized Extra Bass Eq, Relax Mode,Speed Charge, 40H Playback, Fast Pair, 4 Mics,IP54(Black)","2,899.","₹6,999₹6,999",-59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZEBRONICS Jumbo LITE with 70 Hours Backup, Bluetooth v5.2 Wireless in Ear Neckband, Fast Charging, ENC Calling, Gaming Mode (Upto 50ms), Voice Assistant, Dual Pairing, Splash Proof, and Type C (Grey)",549.,"₹2,999₹2,999",-82%,,,,,,,,,,,,,,,Jumbo Lite(Grey),,,,,,,,,,›,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Srhythm NC25 Wireless Headphones Bluetooth 5.3,Lightweight Noise Cancelling Headset Over-Ear with Low Latency,Green","5,143.","₹9,999₹9,999",-49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.G.R.J® Portable Carrying Case Cover for Boult Newly Launched Q Over Ear Bluetooth Headphones || Boult Newly Launched Flex Over Ear Bluetooth Headphones (Hard|EVA|Black),309.,₹999₹999,-69%,,,,,,,,"➤ The Case shell is waterproof, dustproof and shockproof, protect your Headphones from splash of water, hits and dust. (Headphones & accessories are not included).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"boAt Rockerz 413 (2025 Launch), 60Hrs Battery, 40mm Drivers, Over Ear, Dual Pair, ENx Tech, Low Latency, Integrated Controls, Bluetooth Headphones, Wireless Headphone with Mic (Army Green)","1,399.","₹2,990₹2,990",-53%,,,,,,,,,,,,,,,,,,,,,,,,,Rockerz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JBL Tune 720BT Wireless Over Ear Headphones with Mic, Pure Bass Sound, Upto 76 Hrs Playtime, Speedcharge, Dual Pairing, Customizable Bass with Headphones App, Lightweight, Bluetooth 5.3 (Blue)","4,999.","₹6,499₹6,499",-23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"boAt Nirvana Eutopia Bluetooth Over Ear Headphones with Head Tracking Function, Spatial Audio,20 HRS Playtime, Enx™ Tech, ASAP™ Charge, Hearables App(Android & iOS Compatible)(Primia Black)","3,999.","₹7,490₹7,490",-47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony MDR-7506 Professional Wired On Ear Headphones (Best Compatible with Professional Cinema Line Camera) - Black,"9,249.","₹4,021.30₹4,021.30",-42%,,,,,,,,,,,,,,,,,,,,,,,,,›,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PHILIPS TAN1150BK/94 Wireless Neckband with 60 Hr Playtime, Fast Charging, 13mm Deep Bass Drivers, AI ENC Mic, Multipoint Connectivity, Bluetooth v5.3, IPX5 Water Resistance (Deep Black)",772.,"₹1,999₹1,999",-61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EKSA E900 Pro Yellow Gaming Wired Over Ear Headphones with Virtual 7.1 Surround Sound, Noise Cancelling with Mic & Led, Compatible with PC, PS4, PS5, Xbox One (Yellow)","3,490.","₹4,990₹4,990",-30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Logitech Zone Vibe 100 Lightweight Wireless Over-Ear Headphones with Noise-Cancelling Microphone, Advanced Multipoint Bluetooth Headset, Works with Teams, Google Meet, Zoom, Mac/PC - Graphite","7,990.","₹12,495₹12,495",-36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HyperX Cloud Iii – Wired Gaming Over Ear Headset, Pc, Ps5, Xbox Series X|S, Angled 53Mm Drivers, DTS, Memory Foam, Durable Frame, Ultra-Clear 10Mm Mic, USB-C, USB-A, 3.5Mm – Black/Red (727A9Aa)","6,499.","₹11,037₹11,037",-41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SENNHEISER HD 490 PRO Open-Back Studio Over Ear Wired Headphones|Ultra-Wide 3D Soundstage|Neutral Reference Tuning|Interchangeable Ear Pads|Perfect for Mixing,Music Production,Editing&Recording,Black","21,990.","₹34,500₹34,500",-36%,,,,,,,,,,,,,,,HD 490 Pro,,,,,,,,,Top Brand,›,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FINGERS S10 Wired Headphone On-Ear with Built-in Adjustable Mic (Crystal Clear Sound, 40 mm Powerful Drivers, Single 3.5 mm Connector for Mobile Phones) - Black",849.,"₹1,099₹1,099",-23%,,,,,,,,,,,,,,,,,,,,,,,,,S10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marshall Motif II ANC - True Wireless Active Noise Cancelling Bluetooth Headphones, Earbuds, 30 Hours Playtime – Black","17,999.","₹19,999₹19,999",-10%,,,,,,,,,,,,,,,Motif ANC II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Philips Audio TAA4216 On-Ear Sports Bluetooth Headphones with IP55 Dust/Water Protection, 35 Hours Play Time, Cooling & Washable Ear Cups, Quick Charge, 40 mm Drivers and Built-in Mic (Black)","3,149.","₹8,999₹8,999",-65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sennheiser Professional Audio HD 200 PRO Wired Over Ear Headphones Without mic (Black),"3,890.","₹6,800₹6,800",-43%,,,,,,,,,,,,,,,HD 200 Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adcom Cyberpunk Wireless Bluetooth On Ear Gaming Headphones with Mic, 50ms Low Latency, 40mm Drivers, Cyberpunk Led, ENC Detachable Mic, Skin Friendly Leather Earcups (Black)","1,670.","₹4,999₹4,999",-67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jabra Evolve 20 Stereo Headset with noice canceling mic, Connect to Mobile/Tablet via USB-C/A, Lightweight Headband","4,559.","₹8,681₹8,681",-47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bose New QuietComfort Wireless Noise Cancelling Earbuds, Lifestyle Bluetooth Earbuds with Active Noise Cancellation, Up to 8.5 Hours of Battery Life, Black","18,890.","₹25,900.00₹25,900.00",,,,,,,,,,,,,,,,,,,,,,,,,Top Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneAssist 2 Years Extended Warranty Plan for Headphones Between INR 500-1000 (E-Mail Delivery),149.,₹339₹339,-56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jabra Evolve 40 MS Wired,"8,719.","₹18,784₹18,784",-54%,,,,,,,,,,,,,,,,,,,,,,,,›,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BigPassport USB Wired Over Ear Headphones with Mic with Noise-Cancelling for Pc, Laptop, Computer, Model- Pro-Tech 630 (Black)",849.,"₹3,250₹3,250",-74%,,,,,,,,,,,,,,,,,,,,,,,,,3.73.7 out of 5 stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Metaind Wired USB Headphone META_MT500 with Noise-Cancelling Mic | Ideal for Teams, Zoom Calls & Call Center Use | Compatible with PC & Laptop","2,279.","₹5,999₹5,999",-62%,,,,,,,,,,,,,,,,,,,,,,,,,Meta_MT500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sonos Ace | Noise Cancelling Wireless Over-Ear Headphones with Bluetooth, 30-Hour Battery Life, Spatial Audio, Dolby Atmos, Dynamic Head Tracking - Black","29,999.","₹39,999₹39,999",-25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JBL Wave Flex 2 in-Ear Wireless Earbuds (TWS) with Mic,4 mics for Crisp & Clear Calls,40 Hours Battery,Ip54 Water&Dust Resistance,Multi-Point Connection (Black)","2,999.","₹5,999₹5,999",-50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Audio-Technica ATH-M50xBT2 Bluetooth Wireless Over Ear Headphones with Dual mic, 45MM Large-Aperture Drivers, 50-Hour Battery Life, USB-C Fast Charging, Studio Sound, Dual Pairing- Black","18,989.","₹23,490₹23,490",-19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JBL New Launch Live Beam 3 TWS,Hi-Res Audio True ANC Earbuds,Smart Case with Touch Display,48H Playtime,Wireless Charging,6 Mic,Multipoint Connection,Ip55 Proof, Headphones App,Personi-Fi 3.0 (Blue)","9,999.","₹24,999₹24,999",-60%,,,,,,,,,,,,,,,Live Beam 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ant Esports H570 7.1USB Surround Sound Gaming Headset with Noise Cancelling Mic & RGB Light, Compatible with PC/Laptop/ PS5/PS4 / Xbox – Black","1,049.","₹3,199₹3,199",-67%,,,,,,,,,,,,,,,H570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) HAMMER Blaze Wired Over Ear Gaming Headphones with Mic, 50mm Drivers, Stereo 7.1 Sound, RGB Lights, Compatible with Windows, Xbox, Play Station, Gaming Headset with Adjustable Bands (Black)","1,119.","₹1,599₹1,599",-30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spigen Audio Newly Launched SA-HP P10 Wireless Over Ear Headphones with 60H Playtime, Upto 43dB Multi-Mode Adaptive ANC Pro, EQ Customizing App, 5-MIC, Gaming Mode, 40mm Driver - Black","3,299.","₹3,29,900.00₹3,29,900.00",-44%,,,,,,,,,,,,,,,,,,,,,,,,,ASD07889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JLab Go Work Pop On-Ear Wireless Headset, Black, 50+ Hours Playtime, Bluetooth Multipoint, Rotating Boom Mic, Noise Canceling MEMS Microphone, Light-Weight and Portable, for PC/Mac or Mobile","2,799.","₹4,999₹4,999",-44%,,,,,,,,,,,,,,,,,,,,,,,,What is Cash/Pay on Delivery?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claw SM50 Pro Professional Studio Monitoring DJ Wired Over Ear Headphones with 2 Detachable Cables (2.8m Coiled Cable & 1.2m Straight Cable with Mic and in-line Controls) |Black,"2,590.",₹215.83₹215.83,-35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cosmic Byte G2050 RGB 7.1 Surround Sound USB Gaming Headphone for PS5, PC with Software and Gel Microphone (Red)","1,499.","₹2,599₹2,599",-42%,,Frequency Range: 15Hz - 20KHz,,,,,,,,,,,,,"G2050 microphone is made of a flexible, jelly-like material that allows you to twist and bend as per your preference and requirement.",,,,,,,,,"Cosmic Byte, Cosmic Byte, Prakash Warehousing, S. No.163, Hissa No 1-2-3-4-5A-5B/2/1, Phursungi, Pune 412308, Maharashtra, India, cc@thecosmicbyte.com. 1800 31300 7700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TEMPT Zip X1 in Ear Wired Earphones with Mic, 3.5mm Audio Jack, Enhanced bass, 13.6mm Drivers for Stereo Audio, Clear-Sound Quality, Snug Fit, 1.2m Tangle- Free Cable, Phone/Tablet Compatible (Black)",349.,₹999₹999,-65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon basics On Ear Wireless Gaming Headphones | +20 hrs Playtime | 2.4Ghz Ultra Low Latency | Bluetooth 5.2 | Dual Mode | PS, PC, Tablet, Mobile Phone Compatible","3,449.","₹4,999₹4,999",-31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AULA S505 USB Wired Gaming in Ear Headphones with Mic for PC | RGB Rainbow Backlit Gaming Headphone,Virtual 7.1 Surround Sound,50mm Driver,Soft Memory Earmuffs | Wired Laptop Desktop Headset (Green)","1,627.","₹3,999₹3,999",-59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEJBYKEJ India'S 1St&Only Over ear Headphone Brand Created By A 3X Grammy Winning Artist Ricky Kej|Av900 Anc Version 2.0|Bluetooth V5.2|Usb-C|Midnight Black|20 Hours Playtime|Android Or Ios,"6,299.","₹14,999₹14,999",-58%,,,,,,,,,,,,,,,,,,,,,,,,,AV900 ANC Version 2.0 - Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sony WI-XB400 Wireless Extra Bass in Ear Headphones with 15 Hrs Battery, Quick Charge, Magnetic Earbuds, Tangle Free Cord, BT Ver 5.0, Work from Home,Bluetooth Headset with Mic for Phone Calls (Blue)","4,990.","₹2,495.00₹2,495.00",,,,,,,,,,,,,,,,,,,,,,,,,,›,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PHILIPS TAT1209PK/00 True Wireless Earbuds, in-Ear Active Noise Cancelling Bluetooth v5.3 Earphones with Mic, 18H Play Time, Shank Shape, IPX4, Touch Controls & Charging Case for iPhone/iPad (Pink)","1,324.","₹2,999₹2,999",-56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Razer Kraken V4 X Wired Gaming Headset: 40 mm Drivers - Cardioid Mic - Memory Foam Cushions - Chroma RGB Lighting - Type C & Type A Cable - for PC, Mac, PS5, Nintendo Switch, Steam Deck, Smartphone","6,065.","₹13,999₹13,999",-57%,,,,,,,,,,,,,,,Kraken V4 X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HyperX Cloud Mini Gaming Headset, 3.5mm Wired Connection, 30mm Sound Drivers, Lightweight, Over-Ear, Flip-to-Mute mic, Xbox-Licensed, Memory Foam, Recomm for Ages 8-12, Lavender, 130g, 7G8F5AA",799.,"₹3,497₹3,497",-77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"soundcore A30I, Noise Cancelling in Ear Earbuds,Stylish Design, Lightweight Comfort, Clear Sound Super Clear and Powerful Bass, 24H Playtime, Ip54, Fast Charge 10Min=120 Min,Bluetooth 5.4-Pink","1,299.","₹4,998₹4,998",-74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DUDAO U5B Wireless Bluetooth Neckband | Deep Bass, Noise Reduction, Fast Charging | 20 Hours Playtime, Lightweight Design with Mic & in-Line Controls – Black",599.,"₹2,999₹2,999",-80%,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Honeywell New Trueno U30 Wired On-Ear Headphones with Rotating Mic for HD Calling, Dual 40mm Drivers, Adjustable Headband for PC/Laptop/Computers, in-Built Noise canceling, Stereo Sound, Deep Bass","1,649.","₹5,999₹5,999",-73%,,,,,,,,,,,,,,,,,,,,,,,,What is Pay on Delivery (Cash/Card)?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Razer BlackShark V2 X - White | Multi-Platform Wired Esports On Ear Headset - RZ04-03240700-R3M1,"2,999.","₹7,999₹7,999",-63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneAssist 2 Years Extended Warranty Plan for Headphones Between INR 3001-4000 (E-Mail Delivery),489.,"₹1,099₹1,099",-56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FINGERS Rock-n-Roll H6 On-Ear Bluetooth Headphones with Mic (12 Hours Playtime, 40mm Neodymium Drivers, Leatherette Headband, Bluetooth® v5.4 | FM Radio | MicroSD | AUX)- Soft Black + Rich Red","1,045.","₹1,999₹1,999",-48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bose QuietComfort Wireless Noise Cancelling Headphones, Bluetooth Over Ear Headphones with Up to 24 Hours of Battery Life, Chilled Lilac - Limited Edition","20,900.","₹27,900₹27,900",-25%,,,,,,,,,,,,,,,,,,,,,,,,What is Cash/Pay on Delivery?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Havit H2232d Over Ear Wired Gaming Headset with Boom Microphone & RGB LED for PC, Laptop, PS4, Xbox, Switch","1,399.","₹3,999₹3,999",-65%,,,,,,,,,,,,,,,H2232d - RGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"iClever Bluetooth Headphones with Mic, LED Lights, Kids Wireless Headphones for Boys, Children Headset On Ear for School/Tablet/PC, 35H Playtime, Stereo Sound, Bluetooth 5.4, Foldable, Blue","1,988.","₹3,999₹3,999",-50%,,,,,,,,Kid-Proof Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Audio-Technica USB Headset with 30mm Drivers, Condenser Mic, USB-A/Type-C Connectivity – 20–20,000 Hz Headphone Response, 16-Bit/48 kHz, Compatible with Windows & macOS","2,490.","₹5,085₹5,085",-51%,,,,,,,,,,,,,,,,,,,,,,,,What is Pay on Delivery (Cash/Card)?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OOGE Echo 300 Wireless Bluetooth Headphones (Blue) | 10mm Drivers, Soft Cushions, AUX Support, Balanced Acoustic Sound, Clear Audio, Long Battery Life, Bluetooth 5.3, Lightweight & Foldable",916.,"₹91,600.00₹91,600.00",-63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Voods Heads Active, On-Ear Headphones, 120H Playtime, Foldable Design, SD Card Support, 40mm Drivers, V5.3 Bluetooth Headphone, Dual Pairing, Headphones Bluetooth Wireless, IPX5 Rating (Black)",999.,"₹5,549₹5,549",-82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRONTECH On Ear USB Multimedia Headphone with Built-in Microphone | 40mm Drivers for Dynamic Sound Quality | Leather Cushion | Omni Directional Adjustable Mic Boom (HF-3447, Black)",829.,"₹1,400₹1,400",-41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OOGE Echo 100 Wireless Bluetooth Headphones (Black), 30H Playtime, 800H Standby Time, 250mAh Battery, Bluetooth 5.3, 10m Range, 1-Year Warranty","1,068.","₹1,06,800.00₹1,06,800.00",-57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Voods Heads Pro, On Ear Wireless Headphones,120 HRS Battery, 40mm Drivers, Dual Pairing, Padded Ear Cushions, V5.3 Bluetooth Headphones, Voice Assistant, IP65 Water Resistance (Brown)","1,199.","₹5,849₹5,849",-80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Audio-Technica ATH-S220BT Bluetooth Wireless Headphones with Mic | 60H Battery, Over-Ear Headset for Mobile & PC | Fast Charging Bluetooth Earphones with Wired Option","5,690.","₹5,983₹5,983",-5%,,,,,,,,,,,,,,,,,,,,,,,,What is Pay on Delivery (Cash/Card)?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CLAW GH40 Wired RGB Gaming Headset with 50mm Drivers, Noise-Isolating Microphone, 3.5mm Audio Jack, 2m Braided Cable | Compatible with PC, PS4, PS5, Xbox, Laptops & Mobile Devices","1,490.","₹2,490₹2,490",-40%,,10±3dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M.G.R.J® Portable Carrying Case Cover for Jabra Evolve 20 MS, UC, SE / 40 UC, MS / Evolve2 30 SE, 30 UC, 30 II, 50, 55, 65 Flex, 65 TE, 65UC / Biz 1100, Biz 1500 Wired Headphones (Black)",449.,₹999₹999,-55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EKSA Headset with Microphone for Laptop, Noise Cancelling Computer Headset, Lightweight Mute Control Wired Headphones, Clear Chat, Ultra Comfort Business Headset for Call Center","2,269.","₹3,690₹3,690",-39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PunnkFunnk BattleKiller Gaming Headset Multi-Platform Compatible with PS4, Xbox One, PC, Nintendo Switch, Mobile, 50mm Surround Sound, Noise-Canceling Mic, LED Lights(Black)",855.,"₹4,999₹4,999",-83%,,,,,,,,,,,,,,,,,,,,,,,,,BattleKiller Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ant Esports H530 Multi-Platform Pro RGB Gaming Headsetfor PC / PS4 / PS5 / Xbox One / Switch1 with mic, Black Red",849.,"₹2,999₹2,999",-72%,,,,,,,,,,,,,,,,,,,,,,,,›,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"J'TTON Spiral Metallic Color (2 Pcs) 1.2 Meters Each-Full Size Cable Cord Charger Protector Winder for iPhone & Android USB Charging Cables, Earphones, Lightning Cable (Multicolor)",129.,₹64.50₹64.50,-87%,,,,,,,,"Plastic, Silicone",,,,,,,Modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
