Product_Name,Discount,MRP,Selling_Price,Brand,Manufacturer,Series,Colour,Form_Factor,Standing_Screen_Display_Size,Screen_Resolution,Resolution,Package_Dimensions,Item_Model_Number,Processor_Brand,Processor_Type,Processor_Speed,Processor_Count,Memory_Technology,Computer_Memory_Type,Maximum_Memory_Supported,Hard_Disk_Description,Hard_Drive_Interface,Graphics_Coprocessor,Graphics_Chipset_Brand,Graphics_Card_Description,Graphics_RAM_Type,Graphics_Card_RAM_Size,Graphics_Card_Interface,Connectivity_Type,Wireless_Type,Number_of_HDMI_Ports,Optical_Drive_Type,Operating_System,Are_Batteries_Included,Lithium_Battery_Energy_Content,Number_of_Lithium_Ion_Cells,Included_Components,Country_of_Origin,Item_Weight
"Chuwi HeroBook Pro 14.1'' Intel Celeron N4020 Laptop with 8GB RAM, 256GB SSD, Windows 11, 1TB Expand, FHD IPS, Ultra Slim, USB3.0, Mini-HDMI, Webcam",-46%,"₹34,990₹34,990","18,990.",‎Chuwi,‎Chuwi Innovation,‎HeroBook Pro,‎silver or black,‎Laptop,‎14.1 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎47.4 x 28 x 5.7 cm; 1.39 kg,‎HeroBook Pro,‎Intel,‎Celeron N4020,‎2.4 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎8 GB,‎SSD,‎USB,‎Intel UHD Graphics 600,‎Intel,‎Integrated,‎DDR5 RAM,,,‎Wi-Fi,‎Bluetooth,‎1,,‎Windows 11,‎Yes,‎130 Watt Hours,‎6,,,‎1 kg 390 g
"Acer[SmartChoice Aspire Lite 12thGen Intel Core i5-12450H Premium Laptop(Win11Home/16GB RAM/512GB SSD/IntelUHD Graphics/MSO)AL15-52H, 39.62cm(15.6"") FHD IPS Display,Backlit Keyboard,Pure Silver, 1.7KG",-33%,"₹66,999₹66,999","44,990.",‎acer,"‎ACER INDIA PRIVATE LIMITED, RS No.38/2, Sedarpet Village, Villanur Commune, Poducherry - 605111., Acer",‎Aspire Lite,‎Silver,‎Clamshell,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎45.29 x 33.5 x 9.9 cm; 1.7 kg,‎AL15-52H,‎Intel,‎Core i5-12450H,‎3.3 GHz,‎1,‎Lpddr 5,‎DDR5 RAM,‎16 GB,‎SSD,‎Solid State,‎Intel UHD Graphics,‎Intel,‎Integrated,‎DDR5 SDRAM,,‎Integrated,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,,‎Windows 11 Home,‎Yes,‎54 Watt Hours,‎3,"‎‎1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",‎China,‎1 kg 700 g
"Acer Aspire Lite, Intel Core i3 13th Gen - 1305U, 16GB RAM, 512GB SSD, Full HD 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.59 KG, AL15-53, Metal Body, 36 WHR, Thin and Light Premium Laptop",-40%,"₹52,990₹52,990","31,990.",‎acer,"‎ACER INDIA PRIVATE LIMITED, RS No.38/2, Sedarpet Village, Villanur Commune, Poducherry - 605111., Acer",‎Aspire Lite,‎Steel Gray,‎Laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎48.29 x 32 x 8.9 cm; 1.59 kg,‎AL15-53,‎Intel,‎Core i3,‎3.3 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎Solid State,‎Intel UHD Graphics,‎Intel,‎Integrated,‎DDR4 SDRAM,,‎Integrated,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,,‎Windows 11 Home,‎Yes,‎36 Watt Hours,‎3,"‎‎1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",‎China,‎1 kg 590 g
"HP Victus Gaming Laptop, AMD Ryzen 5 5600H, AMD 4GB Radeon RX 6500M Graphics, 15.6-inch (39.6 cm), FHD, IPS, 8GB DDR4, 512GB SSD, Backlit KB, B&O (Win 11, Blue, 2.29 kg), fb0147AX, fb0184ax",-25%,"₹63,629₹63,629","47,490.",‎HP,"‎HP, SG66 – QUANTA CQ Tech-Front (CHongqing) computer CO.,LTD 18#, comprehensive bonded zone avenue, Shapingba District 401332 Chongqing China",‎15-fb0147AX,‎Performance Blue,‎Netbook,‎39.6 Centimetres,‎1920 x 1080 pixels,‎1920 x 1080 pixels,,‎15-fb0147AX,‎AMD,‎Ryzen 5,‎4.2 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB,‎AMD Radeon RX 6500M,‎AMD,‎Dedicated,‎GDDR6,,‎PCI Express,‎Wi-Fi,‎802.11ax,‎1,,‎Windows 11 Home,‎Yes,‎52.5 Watt Hours,‎3,"‎Laptop, Power Adapter, User Manual",‎China,‎3 kg 130 g
"Lenovo Smartchoice Ideapad Slim 3 13Th Gen Intel Core I7-13620H 15.3 Inch(38.8Cm) WUXGA IPS Laptop(16GB RAM/512GB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/Grey/1.6Kg),83K100CJIN",-26%,"₹89,390₹89,390","66,190.",‎Lenovo,"‎Lenovo, One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China",‎IdeaPad Slim 3,‎i7-13620H,‎Thin & Light,‎38.8 Centimetres,‎1920 x 1200 pixels,‎1920 x 1200 pixels,‎47.5 x 30.7 x 7.6 cm; 1.59 kg,‎15IRH10,‎Intel,,‎2.4,‎10,‎DDR5,‎DDR5 RAM,‎24 GB,,‎USB,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,‎802.11ax,‎1,‎No Optical Drive,‎Windows 11 Home,‎Yes,‎50 Watt Hours,‎4,‎Laptop,‎China,‎1 kg 590 g
"Primebook 2 Pro 2025 (New Launch) | 8GB RAM, 128GB UFS Storage | 14.1-Inch FHD IPS Display | 14 Hours Battery | MediaTek Helio G99 | Android 15 (PrimeOS 3.0) | Backlit Keyboard | in-Built AI | Gray",-40%,"₹29,990₹29,990","17,990.",‎Primebook,‎VVDN Technologies Private Limited,‎Primebook 2 Pro,‎Gray,‎Laptop,‎14.1 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎37.2 x 25.2 x 8.2 cm; 1.38 kg,,‎MediaTek,‎MediaTek Helio,‎2.2 GHz,‎1,‎LPDDR4X,‎DDR4 SDRAM,‎8 GB,‎UFS 2.2,,‎Mali-G57,‎MediaTek,‎Integrated,‎DDR4 SDRAM,,‎Integrated,"‎Bluetooth, Wi-Fi",‎802.11a/b/g/n/ac,,,‎PrimeOS 3.0,,,,"‎1 Laptop, 1 Charger, Use Manual, Welcome Card",‎India,‎1 kg 380 g
"HP 255 G10, AMD Ryzen 3 7320U Quad Core -(DOS 16 GB RAM /512 GB SSD/AMD Radeon Graphics) Thin and Light Business Laptop/15.6"" HD Display/Turbo Silver/1.5 Kg",-31%,"₹41,534₹41,534","28,656.",‎HP,"‎HP, HP SALES",‎HP 15,‎Turbo Silver,‎Laptop,‎15.6 Inches,‎1366 x 768 pixels,‎1366 x 768 pixels,‎51.9 x 31.5 x 7 cm; 1.5 kg,‎HP 15,‎AMD,‎Amd Ryzen 3 7320U,‎2.4 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎Solid State,‎AMD Radeon Graphics,‎AMD,‎Integrated,‎DDR DRAM,,‎Integrated,"‎Bluetooth, Wi-Fi","‎802.11ax, Bluetooth",‎1,,‎DOS,‎Yes,‎41 Watt Hours,‎3,"‎LAPTOP, POWER ADAPTER, USER GUIDE",‎China,‎1 kg 500 g
"HP 14 (2025), Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" HD Display/Ash Grey/1.4 kg/MS Office 2021",-38%,"₹55,000₹55,000","34,200.",‎HP,‎HP,‎HP 14,‎Ash Grey,‎Laptop,‎14 Inches,‎1366 x 768 pixels,‎1366 x 768 pixels,‎32.3 x 22.1 x 1.5 cm; 1.5 kg,‎HP 14,‎Intel,‎Core i3,‎4.5 GHz,‎6,‎DDR4,‎DDR4 SDRAM,‎32 GB,‎SSD,‎Solid State,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi","‎802.11ax, Bluetooth",‎1,,‎Windows 11 Pro,,‎42 Watt Hours,‎3,"‎LAPTOP, POWER ADAPTER, USER GUIDE",,‎1 kg 500 g
"Dell Vostro, Intel Core i3 13th Gen - 1305U, 16GB DDR4 RAM, 512GB, FHD 15.6""/39.6 cm, Windows 11, Office H&S 2024, Carbon Grey, 1.66Kg, 120Hz 250 nits Narrow Border Display, Intel UHD Graphics Laptop",-25%,"₹54,479₹54,479","40,990.",‎Dell,"‎Dell India Pvt Ltd, Dell India Pvt. Ltd.",‎Vostro 3530,‎Cabon Black,‎Laptop,‎15 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎46.1 x 35.5 x 7.3 cm; 2 g,‎i3-1305U,‎Intel,‎Core i3,‎4.5,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎Solid State,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Bluetooth,‎Bluetooth,‎1,,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,‎Keyboard,‎China,‎2 g
"ASUS Zenbook 14,Intel Core Ultra 7 (Series 2),Thin & Light(Intel Arc iGPU/32GB/1TB/3K OLED Touch screen/14/120Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Foggy Silver/1.28 kg) UX3405CA-PZ348WS",-27%,"₹1,58,990₹1,58,990","1,15,990.",‎ASUS,"‎ASUS, TECH FRONT ( CHONGQING) Computer Co. Ltd, NO 18 , Zongbao Road, Shapingba Dist,Chongquing, China",‎ASUS Zenbook 14,‎Foggy Silver (Ultra 7),‎Clamshell,‎14 Inches,‎2880 x 1800 pixels,‎2880 x 1800 pixels,‎41.2 x 33 x 7.6 cm; 1.28 kg,‎UX3405CA-PZ348WS,‎Intel,‎Intel Core Ultra 7,‎2 GHz,‎16,"‎LPDDR5X, LPDDR5X, LPDDR5X",‎DDR5 RAM,‎32 GB,‎SSD,‎USB,,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,‎802.11.be,‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎75 Watt Hours,‎4,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",‎China,‎1 kg 280 g
"HP 15, 13th Gen Intel Core i5-1335U Laptop (16GB DDR4,512GB SSD) Anti-Glare, Micro-Edge,15.6''/39.6cm, FHD, Win11,M365,Office24, Silver,1.59kg, Iris Xe Graphics, FHD Camera w/Privacy Shutter, fd0577TU",-22%,"₹70,841₹70,841","54,990.",‎HP,"‎HP, HP India Sales Pvt. Ltd.",‎HP Laptop,‎Glacier Silver,‎Netbook,‎39.6 Centimetres,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎52 x 30.9 x 6.9 cm; 1.59 kg,‎fd0577TU,‎Intel,‎Core i5,‎4.6 GHz,‎10,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎VRAM,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,‎No,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,"‎Laptop, Power Adapter, User manual",‎China,‎1 kg 590 g
"Dell 15, Intel Core i3 13th Gen - 1305U, 8GB DDR4 RAM, 512GB SSD, FHD 15.6""/39.62 cm, Windows 11, MSO'21, Titan Grey, 1.69kg, 120Hz 250 nits Display, 15 Month McAfee, Thin & Light Laptop",-28%,"₹48,441.91₹48,441.91","34,990.",‎Dell,"‎Dell India Pvt Ltd, Dell India Pvt. Ltd.",‎Vostro,"‎15.6"", Grey",‎Laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎46.2 x 35.79 x 7.4 cm; 1.66 kg,,‎Intel,‎Core i3,‎4.5 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,,‎Intel UHD Graphics,‎Intel,‎Integrated,‎DDR4 SDRAM,,‎Integrated,‎Wi-Fi,‎802.11ac,‎1,,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,‎Laptop | Adapter | User Manual,‎China,‎1 kg 660 g
"ASUS Vivobook S14, Intel Core Ultra 5 225H, Metallic Design Laptop (Intel iGPU/16GB RAM/512GB SSD/FHD+/14""/60Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Matte Gray/1.4 Kg) S3407CA-LY057WS",-29%,"₹99,990₹99,990","70,990.",‎ASUS,"‎ASUS, TECH FRONT ( CHONGQING) Computer Co. Ltd, NO 18 , Zongbao Road, Shapingba Dist,Chongquing, China",‎ASUS Vivobook S14,‎Matte Gray,‎vivobook,‎14 Inches,‎1920 x 1200 pixels,‎1920 x 1200 pixels,‎43.2 x 27 x 6.4 cm; 1.4 kg,‎S3407CA-LY057WS,‎Intel,‎Intel Core Ultra 5,‎1.7 GHz,‎14,‎DDR5,‎DDR5 RAM,‎16 GB,‎SSD,‎USB,‎Intel Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Bluetooth,‎Bluetooth,‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎70 Watt Hours,‎4,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",‎China,‎1 kg 400 g
"HP 14 (2025), 245 G10 AMD Ryzen 5 7520U Quad Core - (8 GB/512 GB SSD/AMD Radeon Graphics) Thin and Light Business Laptop/14.0"" HD Display/Ash Grey/1.36 kg",-40%,"₹48,000₹48,000","28,790.",‎HP,‎HP,‎HP 14,‎Ash Grey,‎Laptop,‎14 Inches,‎1366 x 768 pixels,‎1366 x 768 pixels,‎45.5 x 33.4 x 6.6 cm; 1.4 kg,‎HP 14,‎AMD,‎Ryzen 5,‎2.8 GHz,‎4,‎DDR4,‎DDR4 SDRAM,‎8 GB,‎SSD,‎Solid State,‎AMD Radeon Graphics,‎AMD,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi","‎802.11ax, Bluetooth",‎1,,‎Windows 11 Pro,‎Yes,‎41 Watt Hours,‎3,"‎LAPTOP, POWER ADAPTER, USER GUIDE",,‎1 kg 400 g
"Dell Inspiron 3535, AMD Ryzen 5-7530U, 16GB RAM, 512GB SSD, FHD WVA IPS 15.6""/39.62 cm, Windows 11, MSO'24, Platinum Silver, 1.67kg, 120Hz, Standard Keyboard, 15 Month McAfee, Thin & Light Laptop",-11%,"₹48,322₹48,322","42,990.",‎Dell,"‎Dell India Pvt. Ltd., Dell India Pvt. Ltd.",‎Inspiron,‎Silver,‎Standard Laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎45.9 x 35.5 x 6.9 cm; 1.67 kg,,‎AMD,‎Ryzen 5,‎4.5 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB,‎Radeon Graphics,‎AMD,‎Integrated,‎DDR4 SDRAM,,‎Integrated,‎Bluetooth,‎802.11ac,‎1,,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,‎Laptop | Power Cable |User Manual,‎China,‎1 kg 670 g
"Primebook 2 Max 2025 (New Launch) | 8GB RAM, 256GB UFS Storage | 15.6-Inch Full HD IPS Display | 12hrs Battery | MediaTek Helio G99 | Android 15 (PrimeOS 3.0) | Backlit Keyboard | in-Built AI | Gray",-43%,"₹34,990₹34,990","19,990.",‎Primebook,‎VVDN Technologies Private Limited,‎Primebook 2 Max,‎Gray,‎Laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎41.4 x 27.4 x 8.2 cm; 1.61 kg,,‎MediaTek,‎MediaTek Helio,‎2 GHz,‎1,‎LPDDR4X,‎DDR4 SDRAM,‎8 GB,‎UFS 2.2,,‎Mali-G57,‎MediaTek,‎Integrated,‎DDR4 SDRAM,,‎Integrated,"‎Bluetooth, Wi-Fi",‎802.11a/b/g/n/ac,,,‎PrimeOS 3.0,,,,"‎1 Laptop, 1 Charger, Use Manual, Welcome Card",‎India,‎1 kg 610 g
"ASUS Vivobook Go 14, AMD Ryzen 3 7320U,Thin & Light (AMD Radeon iGPU/8GB RAM/512GB SSD/FHD/14/60Hz/42WHrs/Windows 11/M365 Basic (1Year)*/Office Home 2024/Mixed Black/1.38 kg) E1404FA-NK3325WS",-32%,"₹43,990₹43,990","29,990.",‎ASUS,"‎ASUS, DIGITEK (CHONGQING) Limited, B01 SEC C Airport Function Zone Lianglu Cuntan Free Trade Port Area, Yubei District, China",‎ASUS Vivobook Go 14,‎Mixed Black,‎Clamshell,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎44.7 x 29 x 6.5 cm; 1.21 kg,‎E1404FA-NK3325WS,‎AMD,‎Ryzen 3,‎2.4 GHz,‎1,‎Lpddr 5,‎DDR5 RAM,‎8 GB,‎SSD,‎USB,‎AMD Radeon Graphics,‎AMD,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎42 Watt Hours,‎3,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",‎China,‎1 kg 210 g
"ASUS Vivobook 15,13th Gen,Intel Core i5-13420H(Intel UHD iGPU/16GB RAM/512GB SSD/FHD/15.6""/60Hz/Backlit Keyboard/Windows 11/M365 Basic (1Year)*/Office Home 2024/Cool Silver/1.70 kg) X1502VA-BQ835WS",-30%,"₹69,990₹69,990","48,990.",‎ASUS,"‎ASUS, DIGITEK (CHONGQING) Limited, B01 SEC C Airport Function Zone Lianglu Cuntan Free Trade Port Area, Yubei District, China",‎ASUS Vivobook 15,‎Office 2024_Silver,‎Clamshell,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎48.6 x 27.8 x 6.4 cm; 1.5 kg,‎X1502VA-BQ835WS,‎Intel,‎Core i5,‎2.1 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB,,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,‎802.11ax,‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎42 Watt Hours,‎3,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",‎China,‎1 kg 500 g
"ASUS Vivobook 15,13th Gen,Intel Core i7-13620H(Intel UHD iGPU/16GB RAM/1TB SSD/FHD/15.6""/60Hz/Backlit Keyboard/42Whr/Windows 11/M365 Basic (1Year)*/Office Home 2024/Quiet Blue/1.7 Kg)X1502VA-BQ1298WS",-30%,"₹87,990₹87,990","61,990.",‎ASUS,"‎ASUS, DIGITEK (CHONGQING) Limited, B01 SEC C Airport Function Zone Lianglu Cuntan Free Trade Port Area, Yubei District, China",‎ASUS Vivobook 15,‎Quiet Blue,‎Vivobook,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎48.4 x 29.6 x 6.6 cm; 1.7 kg,‎X1502VA-BQ1298WS,‎Intel,‎Intel Core i7,‎2.4 GHz,‎10,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎42 Watt Hours,‎3,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",‎China,‎1 kg 700 g
"Dell Inspiron 3530, Intel Core i5 13th Gen - 1334U, 16GB RAM, 1TB SSD, FHD 15.6""/39.62 cm, Windows 11, MSO'24, Silver, 1.62kg, Backlit Keyboard, 15 Month McAfee, Thin & Light Laptop",-17%,"₹72,605.84₹72,605.84","59,990.",‎Dell,"‎Dell India Pvt Ltd, Dell India Pvt. Ltd.",‎Inspiron,‎Silver,‎Clamshell,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎46.1 x 35.5 x 6.9 cm; 1.62 kg,‎Inspiron 3530,‎Intel,‎Core i5,‎4.6 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎DDR4 SDRAM,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,‎No Optical Device,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,‎Laptop | Power Cable |User Manual,‎China,‎1 kg 620 g
"ASUS ROG Strix SCAR 18,Intel Core Ultra 9 275HX Gaming Laptop(NVIDIA RTX 5090-24GB/175W TGP/64GB/2TB/2.5K QHD+/18""/240Hz/Windows 11/M365 Basic(1Year)*/Office Home 2024/Off Black/3.30 Kg)G835LX-SA187WS",-12%,"₹5,09,990₹5,09,990","4,49,990.",‎ASUS,"‎ASUS, INVENTEC (CHONGQING) CORPORATION, NO.66, WEST DISTRICT 2ND RD, SHAPINGBA DISTRICT, CHONGQING, CHINA 401331",‎ROG Strix SCAR 18,‎Off Black,‎gaming laptop,‎18 Inches,‎2560 x 1600 pixels,‎2560 x 1600 pixels,‎48.4 x 35.4 x 10.4 cm; 3.3 kg,‎G835LX-SA187WS,‎Intel,‎Intel Core Ultra 9,‎2.7 GHz,‎24,‎DDR5,‎DDR5 RAM,‎64 GB,‎SSD,‎USB,‎NVIDIA GeForce RTX 5090,‎NVIDIA,‎Dedicated,‎GDDR7,,‎Integrated,‎Bluetooth,‎802.11.be,‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎90 Watt Hours,‎4,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",‎China,‎3 kg 300 g
"HP 15, Intel Ci7-13620H 13th Gen Laptop (16GB DDR4, 512GB SSD) Anti-Glare, Micro-Edge, 15.6''/39.6cm, FHD, Win11, M365 Basic(1yr), Office Home24, Silver,1.65kg, FHD Camera W P. Shutter, Backlit",-9%,"₹77,507₹77,507","70,790.",‎HP,"‎HP, HP India Sales Pvt. Ltd.",‎HP Laptop,‎Silver-Ci7,‎Netbook,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎52.1 x 31.1 x 6.9 cm; 1.65 kg,‎FR0025TU,‎Intel,‎Core i7 Family,‎4.9 GHz,‎1,‎DDR4,‎VRAM,‎16 GB,‎SSD,‎USB,‎Intel UHD Graphics,‎Intel,‎Integrated,‎VRAM,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,‎No,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,"‎Laptop, Power Adapter, User manual",,‎1 kg 650 g
"ASUS Vivobook S16,13th Gen,Intel Core i7-13620H,Metallic Design Laptop(Intel UHD iGPU/16GB RAM/512GB SSD/FHD+/16""/144Hz/Windows 11/M365 Basic(1Year)*/Office Home 2024/Cool Silver/1.7Kg)S3607VA-RP083WS",-32%,"₹1,00,990₹1,00,990","68,990.",‎ASUS,"‎ASUS, TECH FRONT ( CHONGQING) Computer Co. Ltd, NO 18 , Zongbao Road, Shapingba Dist,Chongquing, China",‎ASUS Vivobook S16,‎Cool Silver,‎vivobook,‎16 Inches,‎1920 x 1200 pixels,‎1920 x 1200 pixels,‎48.79 x 31.8 x 6.4 cm; 1.7 kg,‎S3607VA-RP083WS,‎Intel,‎Intel Core i7,‎2.4 GHz,‎10,‎DDR5,‎DDR5 RAM,‎16 GB,‎SSD,‎USB,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Bluetooth,‎802.11ax,‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎70 Watt Hours,‎4,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",‎China,‎1 kg 700 g
"Lenovo IdeaPad 5 2-in-1 AMD Ryzen AI 7 350 (24GB RAM/1TB SSD/14 (35.5cm)/WUXGA OLED/Windows 11 AI Now/Copilot+PC/Office Home 2024/Digital Pen 2/Grey/1.5Kg), 83KT000LIN Convertible Laptop",-28%,"₹1,32,890₹1,32,890","96,190.",‎Lenovo,"‎Lenovo, One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China",‎IdeaPad 5 2-in-1,‎Luna Grey,‎Convertible,‎14 Inches,‎1920 x 1200 pixels,‎1920 x 1200 pixels,‎45 x 29.7 x 7.7 cm; 1.5 kg,‎14AKP10,‎AMD,‎AMD Ryzen 7,‎2 GHz,‎8,‎DDR5,‎DDR5 RAM,‎24 GB,‎SSD,‎PCIE x 4,‎Integrated AMD Radeon 860M Graphics,‎AMD,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,‎802.11.be,‎1,‎No Optical Drive,‎Windows 11 Home,‎Yes,‎57 Watt Hours,‎4,"‎Laptop, Lenovo Digital Pen 2, Power Adapter, User guide",‎China,‎1 kg 500 g
